Game ID,Game Revision,Code Name,Code Author
GM8E01,0-00,toggle_phazon_beam,Yonder
GM8P01,0-00,toggle_phazon_beam,Yonder
R3ME01,0-00,toggle_phazon_beam,Yonder
R3MP01,0-00,toggle_phazon_beam,Yonder
